origin,participant_id,age,Country of Birth,Current Country of Residence,Employment Status,First Language,Nationality,Sex,Student Status,Knowledge of software development techniques ,platform: Desktop,platform: Mobile,platform: Web (Back-end),platform: Web (Front-end),platform: WebAssembly,platform: Server / Infrastructure,platform: IoT / Embedded,platform: Classic AUTOSAR ECU,platform: Adaptive AUTOSAR ECU,platform: Consoles (Xbox / PlayStation / Nintendo etc.),platform: Not decided yet (research / proof of concept),platform: I don't develop anything,platform: Other,softwareType: Automotive Chassis,softwareType: Automotive Drive Train,"softwareType: Automated Driving, Driver Assistance",softwareType: Augmented Reality / Virtual Reality,softwareType: Business Intelligence / Data Science / Machine Learning,softwareType: Blockchain,softwareType: Database / Data Storage,softwareType: Education / Training,softwareType: Entertainment / Infotainment,softwareType: Fintech (Finance),softwareType: Games,softwareType: Hardware,softwareType: Home Automation,softwareType: IT Infrastructure,softwareType: Libraries / Frameworks,softwareType: Programming Tools,softwareType: Security,softwareType: System Software (e.g. OS driver),softwareType: Utilities (small apps for small tasks),softwareType: Websites,softwareType: Other,codeSize,teamSize,testLevel: Unit Tests,testLevel: Component Tests,testLevel: Integration Tests,testLevel: System Tests,testLevel: Software in the loop Tests (i),testLevel: Platform in the loop Tests,testLevel: Hardware in the loop Tests,testLevel: Other,testingPractices: Manual testing,testingPractices: Automated testing,testingPractices: Continuous Integration,testingPractices: Regression Testing,testingPractices: Fuzzing,testingPractices: Property based testing,testingPractices: Parameterized tests,testingPractices: Test generation,testingPractices: Other,frequency,severity,consequences: Rerun of failing tests without analyzing the failure,consequences: Rerun of passing tests assuming hidden bugs,consequences: Developer time gets wasted inspecting flaky failures,consequences: Computing power is spent rerunning flaky tests,consequences: Merging pull-requests is harder because this requires a passing test suite,consequences: Delayed releases,otherConsequences: otherConsequences1,otherConsequences: otherConsequences2,otherConsequences: otherConsequences3,rootCause: Making asynchronous calls without waiting for the result properly (thread.sleep),"rootCause: Race conditions, deadlocks or other concurrency related errors",rootCause: Prior test did not cleanup properly after running (i),rootCause: Another test that should run before your test and set up the environment was not executed (successfully) (i),rootCause: Could not acquire resources because of a resource leak (i),rootCause: Remote connection failure (i),rootCause: Local bad socket management,rootCause: Relying on the system time (i),rootCause: Accessing values that were already deleted by the garbage collector or relying on the garbage collector to have already cleaned up,rootCause: Using randomness without accounting for all possible values,rootCause: Rounding errors when using floating-point operations,rootCause: Assuming a specific order when iterating over unordered collections,rootCause: Asserting a too restrictive range (i),rootCause: Single test takes too long (Test case timeout),rootCause: All tests together take too long (Test suite timeout),"rootCause: Relying on a specific platform (e.g. 32/64 bit, Kernel version)",rootCause: The test infrastructure fails to provide a proper environment (e.g. installing dependencies),rootCause: Reading values from uninitialized variables,rootCause: Differences between compilers likeundefined behavior or compiler optimizations,"rootCause: Using random, non-seeded values for testing",rootCause: Unknown Cause,otherRootCauses: otherRootCause1,otherRootCauses: otherRootCause2,otherRootCauses: otherRootCause3,mitigationStrategies: Rerun failing tests,mitigationStrategies: Rerun test in different environment,mitigationStrategies: Shuffle test order,mitigationStrategies: Mark test as flaky (i),mitigationStrategies: Disable test case,mitigationStrategies: Automatically disable tests that show flaky behavior,mitigationStrategies: Automatically file bug report / issue,mitigationStrategies: Automatically detect flaky tests (i),mitigationStrategies: Automatically debug flaky failures (i),mitigationStrategies: Visualize Flakiness (i),mitigationStrategies: Quantify flakiness (i),mitigationStrategies: Encourage developers to fix their flaky tests through incentives or penalties,otherMitigations: otherMitigations1,otherMitigations: otherMitigations2,otherMitigations: otherMitigations3,wishes
global,152,31.0,United States,United States,Full-Time,English,United States,Male,No,"Cloud computing, Unit testing, Web servers",Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,10k - 100k LOC,11 - 20,Checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Weekly,A moderate problem,Sometimes,Very Often,Sometimes,Very Often,Sometimes,Rarely,,,,Always,Very Often,Very Often,Always,Sometimes,Rarely,Sometimes,Very Often,Sometimes,Rarely,Very Often,Sometimes,Sometimes,Sometimes,Rarely,Very Often,Rarely,Sometimes,Sometimes,Rarely,Rarely,,,,Always,Very Often,Very Often,Sometimes,Sometimes,Sometimes,Very Often,Very Often,Very Often,Sometimes,Very Often,Rarely,,,,Just in time debugger 
global,153,35.0,Italy,Italy,Full-Time,Italian,Italy,Male,No,"Responsive design, UI design, Version control, Database management, Shell scripting",Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,10k - 100k LOC,2 - 5,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,A few times a year,A moderate problem,Very Often,Sometimes,Very Often,Rarely,Sometimes,Sometimes,,,,Rarely,Sometimes,Rarely,Sometimes,Rarely,Rarely,Rarely,Rarely,Rarely,Never,Sometimes,Rarely,Rarely,Rarely,Sometimes,Never,Never,Sometimes,Never,Rarely,Rarely,,,,Very Often,Never,Rarely,Rarely,Sometimes,Rarely,Rarely,Never,Never,Rarely,Never,Never,,,,"Practical examples on common flaky tests situations and how they could be solved (language independent, it could even be just pseudocode)."
global,154,28.0,Netherlands,Netherlands,Full-Time,English,Netherlands,Male,No,"Cloud computing, Shell scripting, Version control, Virtualisation, Debugging, Functional testing, Web servers, Database management, Responsive design",Checked,Checked,Checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,10k - 100k LOC,2 - 5,Checked,Checked,Checked,Checked,Checked,Not checked,Checked,Not checked,Checked,Checked,Checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Weekly,A serious problem,Rarely,Very Often,Very Often,Always,Always,Always,,,,Sometimes,Very Often,Sometimes,Rarely,Very Often,Sometimes,Rarely,Very Often,Sometimes,Never,Sometimes,Very Often,Rarely,Rarely,Rarely,Very Often,Sometimes,Rarely,Sometimes,Rarely,Very Often,,,,Always,Always,Very Often,Always,Never,Never,Always,Very Often,Sometimes,Very Often,Very Often,Always,,,,better automatization with randomness build in
global,155,36.0,India,Canada,Full-Time,Tamil,Canada,Male,No,"Background processing, UX, Responsive design, Unit testing, UI design, Database management, Shell scripting, caching, Debugging, Functional testing, Cloud computing, Virtualisation, Search technologies, Monitoring, Version control, Web servers",Checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,more than 10M LOC,6 - 10,Checked,Checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Weekly,A moderate problem,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,lack of code coverage,,,Very Often,Always,Very Often,Very Often,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Very Often,Very Often,Always,Sometimes,Always,Always,Not answered,,,,Always,Always,Sometimes,Sometimes,Rarely,Rarely,Very Often,Very Often,Very Often,Very Often,Very Often,Sometimes,,,,"After you have driven the flaky tests out in the open, document every flaky test in your ticketing system. Flakiness related to concurrency can be caused by non-deterministic behaviour of the test, or the code under test. In some cases, there is a bug in the code. In others, the problem is that the code can produce different valid results, and the test accepts only one. This problem can be solved by making the test more robust, so that it accepts all valid results."
global,156,,Portugal,United Kingdom,Full-Time,Portuguese,Portugal,Female,Yes,"Responsive design, Database management",Not checked,Not checked,Checked,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Checked,Checked,Checked,Checked,100k - 1M LOC,2 - 5,Checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Weekly,A moderate problem,Sometimes,Very Often,Very Often,Very Often,Never,Very Often,,,,Very Often,Rarely,Very Often,Very Often,Rarely,Rarely,Rarely,Very Often,Rarely,Rarely,Rarely,Rarely,Very Often,Very Often,Very Often,Very Often,Very Often,Very Often,Rarely,Rarely,Not answered,,,,Very Often,Very Often,Very Often,Rarely,Rarely,Rarely,Very Often,Rarely,Rarely,Rarely,Rarely,Sometimes,,,,A extension for the IDE that would help identify when a test is not good enough or will be flaky. 
global,157,27.0,Greece,Greece,Full-Time,Greek,Greece,Male,No,"Version control, Web servers, Database management",Not checked,Checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Not checked,100k - 1M LOC,2 - 5,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,A few times a year,A minor problem,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,,,,Very Often,Sometimes,Very Often,Rarely,Rarely,Sometimes,Never,Never,Never,Never,Rarely,Sometimes,Never,Rarely,Rarely,Rarely,Sometimes,Very Often,Never,Never,Not answered,,,,Sometimes,Never,Never,Sometimes,Sometimes,Never,Sometimes,Never,Never,Never,Never,Never,,,,don't know
global,158,38.0,United States,United States,Full-Time,English,United States,Male,Yes,"Cloud computing, Background processing, Monitoring, Version control, Debugging, Functional testing, Unit testing, Web servers, Database management, Responsive design, UI design, UX, Shell scripting, Search technologies, caching",Checked,Checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Checked,Not checked,10k - 100k LOC,Just me,Checked,Not checked,Not checked,Checked,Not checked,Checked,Not checked,Not checked,Checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Daily,A minor problem,Sometimes,Sometimes,Very Often,Rarely,Sometimes,Very Often,,,,Very Often,Very Often,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Never,Sometimes,Sometimes,Sometimes,Very Often,Very Often,Sometimes,Sometimes,Sometimes,Very Often,Sometimes,Very Often,,,,Very Often,Very Often,Sometimes,Never,Sometimes,Sometimes,Rarely,Rarely,Rarely,Never,Never,Never,,,,"I don't really encounter them that often, so we really just try to handle things on our own."
global,159,25.0,South Africa,South Africa,Full-Time,DATA EXPIRED,South Africa,Male,No,"UI design, Responsive design, Web servers",Checked,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,less than 1k LOC,Just me,Checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Never,Not a problem,Sometimes,Very Often,Very Often,Sometimes,Very Often,Rarely,,,,Sometimes,Rarely,Rarely,Sometimes,Very Often,Very Often,Sometimes,Rarely,Sometimes,Rarely,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Rarely,Sometimes,Very Often,Very Often,Sometimes,Always,,,,Sometimes,Very Often,Very Often,Very Often,Rarely,Sometimes,Never,Never,Rarely,Sometimes,Sometimes,Rarely,,,,A better CI service which provides more in dept information about the results of the flaky tests
global,160,41.0,Canada,Canada,Full-Time,English,Canada,Male,No,"Version control, Shell scripting, Debugging, Database management, Functional testing, Unit testing",Checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,100k - 1M LOC,2 - 5,Checked,Checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,A few times a year,A minor problem,Sometimes,Sometimes,Rarely,Rarely,Rarely,Sometimes,,,,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,,,,Sometimes,Sometimes,Rarely,Rarely,Never,Never,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,,,,More data on the output and input 
global,161,29.0,Portugal,Portugal,Full-Time,Portuguese,Portugal,Male,No,"UI design, Debugging, Functional testing",Checked,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Not checked,1k - 10k LOC,2 - 5,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Monthly,A moderate problem,Sometimes,Very Often,Always,Sometimes,Sometimes,Sometimes,,,,Very Often,Rarely,Sometimes,Rarely,Rarely,Never,Never,Sometimes,Sometimes,Very Often,Rarely,Rarely,Sometimes,Rarely,Rarely,Never,Rarely,Never,Rarely,Never,Rarely,,,,Rarely,Sometimes,Never,Sometimes,Never,Rarely,Sometimes,Sometimes,Never,Very Often,Very Often,Never,,,,Always knowing where and how to debug the code to fix the error as soon as possible.
global,162,22.0,Nepal,Portugal,Full-Time,Nepali,Nepal,Male,No,"UX, A/B testing, UI design, Web servers, Functional testing, Background processing",Not checked,Checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Checked,Checked,Not checked,Checked,Checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,10k - 100k LOC,2 - 5,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Weekly,A serious problem,Very Often,Rarely,Always,Very Often,Always,Always,,,,Sometimes,Very Often,Sometimes,Always,Sometimes,Rarely,Very Often,Very Often,Sometimes,Always,Rarely,Very Often,Sometimes,Very Often,Always,Sometimes,Sometimes,Very Often,Sometimes,Very Often,Not answered,,,,Always,Sometimes,Very Often,Always,Very Often,Sometimes,Very Often,Sometimes,Sometimes,Sometimes,Very Often,Rarely,,,,Normally I use debugging to run and check if the methods are being called or check and compare the variable that are mocked are reaching on the logic methods  correctly.
global,163,26.0,Poland,United Kingdom,Full-Time,Polish,Poland,Female,No,"Database management, Version control",Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,less than 1k LOC,Just me,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,A few times a year,A moderate problem,Sometimes,Sometimes,Very Often,Rarely,Never,Very Often,,,,Never,Never,Always,Very Often,Never,Very Often,Never,Sometimes,Never,Never,Never,Never,Always,Sometimes,Never,Sometimes,Sometimes,Never,Never,Never,Always,,,,Always,Always,Sometimes,Never,Rarely,Rarely,Never,Never,Never,Sometimes,Sometimes,Never,,,,"Like in python, a pointer to the line of code where the flakiness can occur"
global,164,19.0,Latvia,Latvia,Part-Time,Russian,Latvia,Female,Yes,"Search technologies, Database management",Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,less than 1k LOC,2 - 5,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,A few times a year,A moderate problem,Sometimes,Very Often,Always,Never,Very Often,Always,,,,Sometimes,Very Often,Sometimes,Never,Very Often,Never,Very Often,Never,Never,Sometimes,Never,Never,Never,Always,Always,Sometimes,Never,Rarely,Never,Never,Very Often,,,,Sometimes,Always,Rarely,Very Often,Sometimes,Never,Never,Never,Never,Never,Never,Always,,,,Forum's
global,165,33.0,United States,United States,Full-Time,English,United States,Male,No,"Virtualisation, Debugging",Checked,Checked,Checked,Not checked,Checked,Not checked,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,100k - 1M LOC,11 - 20,Not checked,Checked,Checked,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Checked,Not checked,Checked,Not checked,Not checked,Weekly,A moderate problem,Always,Very Often,Sometimes,Sometimes,Always,Very Often,,,,Very Often,Sometimes,Very Often,Very Often,Sometimes,Sometimes,Very Often,Very Often,Very Often,Very Often,Very Often,Sometimes,Very Often,Very Often,Sometimes,Rarely,Sometimes,Very Often,Always,Always,Always,,,,Always,Very Often,Sometimes,Always,Sometimes,Always,Very Often,Always,Very Often,Always,Very Often,Always,,,,More information from internet like Google and I need more desktop computer
global,166,21.0,Israel,Israel,Full-Time,Hebrew,Israel,Male,No,"UX, Responsive design, Database management, UI design, Web servers, Debugging",Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Not checked,10k - 100k LOC,Just me,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,A few times a year,A serious problem,Sometimes,Sometimes,Always,Rarely,Rarely,Sometimes,,,,Sometimes,Rarely,Never,Never,Rarely,Rarely,Rarely,Sometimes,Never,Rarely,Never,Sometimes,Rarely,Rarely,Rarely,Never,Rarely,Never,Never,Never,Very Often,,,,Always,Always,Very Often,Sometimes,Never,Never,Never,Never,Very Often,Never,Never,Never,,,,Just double scanning the code manually and looking over all the proccess while thinking about all possibilities that it may fail.
global,167,37.0,China,United Kingdom,Full-Time,Chinese,United Kingdom,Female,No,Functional testing,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,more than 10M LOC,6 - 10,Checked,Checked,Checked,Checked,Not checked,Checked,Not checked,Not checked,Checked,Checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Weekly,A serious problem,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,,,,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Sometimes,Sometimes,Very Often,Very Often,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Rarely,Sometimes,Sometimes,Very Often,,,,Very Often,Very Often,Very Often,Always,Never,Never,Very Often,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,,,,"Every step of what had been done when the flaky failure happened, to perform possible analysis before reproduce the problem "
global,168,31.0,Bangladesh,United States,Full-Time,Bengali,United States,Male,No,"Cloud computing, Shell scripting, Background processing, Monitoring, Version control, Debugging, Functional testing, Web servers, Database management, UI design, UX, Responsive design",Not checked,Not checked,Checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Checked,Checked,Not checked,100k - 1M LOC,2 - 5,Checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,Monthly,A minor problem,Very Often,Very Often,Sometimes,Rarely,Sometimes,Rarely,,,,Sometimes,Very Often,Very Often,Sometimes,Rarely,Rarely,Rarely,Sometimes,Sometimes,Rarely,Never,Never,Never,Never,Rarely,Never,Never,Rarely,Rarely,Rarely,Very Often,,,,Very Often,Sometimes,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Rarely,Rarely,Never,,,,"Information such as previous successful tests, when they were run, what the data looked like, etc. So that we can compare that to the tests that run now and look at the differences. "
global,169,38.0,Italy,Italy,Full-Time,DATA EXPIRED,Italy,Male,No,"Version control, Unit testing, Database management",Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,10k - 100k LOC,2 - 5,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Monthly,A minor problem,Rarely,Sometimes,Sometimes,Never,Never,Rarely,,,,Never,Sometimes,Never,Sometimes,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never,Rarely,,,,Sometimes,Sometimes,Never,Never,Sometimes,Rarely,Never,Never,Never,Rarely,Rarely,Sometimes,,,,
global,170,25.0,Spain,Spain,Full-Time,Spanish,Spain,Female,Yes,"Shell scripting, Version control, Database management, UI design, Cloud computing, Search technologies, Functional testing, Unit testing, Web servers, Virtualisation, Responsive design, Debugging",Checked,Checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Not checked,100k - 1M LOC,Just me,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,A few times a year,A minor problem,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Very Often,,,,Sometimes,Very Often,Never,Rarely,Never,Never,Never,Never,Rarely,Never,Very Often,Sometimes,Rarely,Never,Never,Sometimes,Rarely,Very Often,Never,Rarely,Very Often,,,,Rarely,Rarely,Never,Never,Rarely,Never,Never,Never,Never,Rarely,Rarely,Never,,,,A cheat sheet maybe
global,171,19.0,Poland,Poland,Part-Time,Polish,Poland,Male,Yes,"Cloud computing, Shell scripting, Search technologies, Debugging, Version control, Functional testing, Unit testing, Web servers, Database management, Responsive design, UI design, UX",Checked,Checked,Checked,Checked,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Checked,Not checked,Checked,Checked,Checked,Not checked,Not checked,Not checked,Checked,Not checked,Checked,Checked,Not checked,10k - 100k LOC,Just me,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Checked,Not checked,Checked,Checked,Not checked,Monthly,A serious problem,Very Often,Very Often,Always,Very Often,Sometimes,Very Often,,,,Always,Very Often,Rarely,Rarely,Rarely,Very Often,Sometimes,Rarely,Very Often,Very Often,Very Often,Never,Very Often,Very Often,Very Often,Always,Very Often,Rarely,Sometimes,Very Often,Rarely,,,,Sometimes,Very Often,Always,Sometimes,Never,Never,Never,Very Often,Very Often,Very Often,Always,Never,,,,Make documentations more flaky-aware.
global,172,33.0,Italy,Italy,Full-Time,Italian,Italy,Male,No,"Cloud computing, Shell scripting, Background processing, Version control, Debugging, Functional testing, Unit testing, Database management, UI design",Checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Not checked,1k - 10k LOC,2 - 5,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Monthly,A minor problem,Sometimes,Very Often,Always,Never,Very Often,Sometimes,,,,Very Often,Very Often,Rarely,Never,Rarely,Rarely,Never,Rarely,Rarely,Very Often,Very Often,Very Often,Rarely,Rarely,Rarely,Very Often,Very Often,Sometimes,Never,Rarely,Not answered,,,,Very Often,Sometimes,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Never,Never,Rarely,,,,Automated code static evaluation to identify the flaky scenario. 
